teta  eps_rr  eps_tt  eps_rt  
168.490845    -0.02675493  0.01258154  -0.00796746
168.593977    -0.02692522  0.01267666  -0.00794021
168.697110    -0.02709542  0.01277176  -0.00791213
168.800242    -0.02726553  0.01286683  -0.00788321
168.903374    -0.02743555  0.01296188  -0.00785347
169.006507    -0.02760547  0.01305691  -0.00782289
169.109639    -0.02777531  0.01315190  -0.00779148
169.212772    -0.02794504  0.01324686  -0.00775925
169.315904    -0.02811469  0.01334178  -0.00772619
169.419036    -0.02828424  0.01343667  -0.00769231
169.522169    -0.02845369  0.01353151  -0.00765760
169.625301    -0.02862305  0.01362632  -0.00762207
169.728434    -0.02879231  0.01372107  -0.00758572
169.831566    -0.02896147  0.01381578  -0.00754855
169.934698    -0.02913054  0.01391044  -0.00751057
170.037831    -0.02929950  0.01400504  -0.00747176
170.140963    -0.02946837  0.01409959  -0.00743214
170.244096    -0.02963713  0.01419408  -0.00739171
170.347228    -0.02980580  0.01428850  -0.00735046
170.450360    -0.02997436  0.01438287  -0.00730840
170.645166    -0.03021765  0.01451905  -0.00724621
171.160828    -0.03105815  0.01498929  -0.00701793
171.676490    -0.03189597  0.01545747  -0.00676954
172.192152    -0.03273102  0.01592330  -0.00650116
172.707814    -0.03356322  0.01638645  -0.00621290
173.223476    -0.03439249  0.01684664  -0.00590485
173.739138    -0.03521874  0.01730357  -0.00557712
174.254800    -0.03604189  0.01775695  -0.00522977
174.770462    -0.03686184  0.01820648  -0.00486289
175.286124    -0.03767852  0.01865186  -0.00447652
175.801786    -0.03849185  0.01909283  -0.00407074
176.317448    -0.03930173  0.01952907  -0.00364557
176.833110    -0.04010809  0.01996031  -0.00320107
177.348772    -0.04091084  0.02038626  -0.00273725
177.864434    -0.04170990  0.02080664  -0.00225415
178.380096    -0.04250519  0.02122115  -0.00175176
178.895758    -0.04329663  0.02162951  -0.00123010
179.411420    -0.04408413  0.02203144  -0.00068915
179.927082    -0.04486762  0.02242664  -0.00012892
