(sec),(mm),(kgf)
196.1,13.07324,5.36168
196.20002,13.0801,5.39635
196.3,13.08663,5.37193
196.40002,13.09328,5.3784
196.50002,13.10008,5.36578
196.6,13.10662,5.35481
196.70002,13.11331,5.36028
196.8,13.12012,5.35947
196.90002,13.12665,5.36851
197.00002,13.13324,5.3839
197.1,13.1401,5.33178
197.20002,13.14669,5.36332
197.3,13.15322,5.36182
197.40002,13.16003,5.37233
197.50002,13.16672,5.35884
197.6,13.17331,5.3533
197.70002,13.18001,5.37535
197.8,13.18665,5.37378
197.90002,13.1934,5.37141
198.00002,13.19999,5.3927
198.1,13.20653,5.34852
198.20002,13.21333,5.39248
198.3,13.22003,5.37478
198.40002,13.22662,5.38389
198.50002,13.23342,5.37493
198.6,13.23996,5.35592
198.70002,13.24665,5.37548
198.8,13.25346,5.3573
198.90002,13.25988,5.39973
199.00002,13.26653,5.38581
199.1,13.27349,5.37377
199.20002,13.28003,5.38391
199.3,13.28656,5.37825
199.40002,13.29342,5.40263
199.50002,13.30001,5.38651
199.6,13.3066,5.38528
199.70002,13.31329,5.3762
199.8,13.31999,5.37902
199.90002,13.32663,5.4046
200.00002,13.33344,5.39776
200.1,13.34003,5.36313
200.20002,13.34662,5.40633
200.3,13.35337,5.39947
200.40002,13.36001,5.40843
200.50002,13.36665,5.40522
200.6,13.37335,5.38793
200.70002,13.37999,5.409
200.8,13.38674,5.40178
200.90002,13.39328,5.3946
201.00002,13.39992,5.41162
201.1,13.40678,5.3954
201.20002,13.41331,5.40355
201.3,13.41985,5.40466
201.40002,13.42671,5.40958
201.50002,13.43335,5.41266
201.6,13.43994,5.37167
201.70002,13.44674,5.4104
201.8,13.45328,5.41643
201.90002,13.45997,5.42472
202.00002,13.46678,5.41968
202.1,13.47326,5.39859
202.20002,13.4799,5.42831
202.3,13.48671,5.42719
202.40002,13.49335,5.39597
202.50002,13.49999,5.40701
202.6,13.50674,5.39475
202.70002,13.51338,5.41469
202.8,13.52003,5.41159
202.90002,13.52662,5.42983
203.00002,13.53326,5.40541
203.1,13.54006,5.41542
203.20002,13.54671,5.42344
203.3,13.5533,5.4044
203.40002,13.56005,5.42882
203.50002,13.56669,5.40128
203.6,13.57328,5.42211
203.70002,13.58003,5.41924
203.8,13.58662,5.42053
203.90002,13.59331,5.40797
204.00002,13.60012,5.43548
204.1,13.60665,5.39223
204.20002,13.61324,5.40984
204.3,13.6201,5.41151
204.40002,13.62663,5.42177
204.50002,13.63322,5.41902
204.6,13.64003,5.42264
204.70002,13.64667,5.41711
204.8,13.65331,5.42347
204.90002,13.66006,5.43099
205.00002,13.66665,5.42721
205.1,13.67335,5.43266
205.20002,13.68004,5.44159
205.3,13.68663,5.41674
205.40002,13.69328,5.43939
205.50002,13.70003,5.42356
205.6,13.70667,5.4307
205.70002,13.71337,5.43777
205.8,13.71996,5.44946
205.90002,13.72671,5.43519
206.00002,13.7334,5.43809
206.1,13.73994,5.43849
206.20002,13.74658,5.46223
206.3,13.75344,5.4204
206.40002,13.75997,5.44852
206.50002,13.76662,5.43155
206.6,13.77342,5.41745
206.70002,13.78001,5.43281
206.8,13.7866,5.43938
206.90002,13.7934,5.44051
207.00002,13.79994,5.43846
207.1,13.80663,5.4214
207.20002,13.81349,5.45189
207.3,13.82003,5.4433
207.40002,13.82662,5.4378
207.50002,13.83347,5.42493
207.6,13.84001,5.4431
207.70002,13.8466,5.45705
207.8,13.85335,5.46496
207.90002,13.85999,5.44864
208.00002,13.86669,5.43978
208.1,13.87338,5.43794
208.20002,13.87997,5.46111
208.3,13.88672,5.44509
208.40002,13.89326,5.45313
208.50002,13.89996,5.4513
208.6,13.90671,5.45609
208.70002,13.91329,5.45504
208.8,13.91999,5.45304
208.90002,13.92679,5.4511
209.00002,13.93328,5.45018
209.1,13.93997,5.45961
209.20002,13.94683,5.46731
209.3,13.95331,5.46792
209.40002,13.9599,5.45325
209.50002,13.96676,5.46801
209.6,13.97335,5.42788
209.70002,13.97994,5.48546
209.8,13.98674,5.462
209.90002,13.99338,5.4689
210.00002,13.99997,5.46717
210.1,14.00667,5.44437
210.20002,14.01331,5.4625
210.3,14.01996,5.46205
210.40002,14.02671,5.47917
210.50002,14.03335,5.49625
210.6,14.04005,5.46465
210.70002,14.04669,5.45123
210.8,14.05333,5.47013
210.90002,14.06003,5.47926
211.00002,14.06656,5.46461
211.1,14.07321,5.45847
211.20002,14.08012,5.46527
211.3,14.08665,5.47056
211.40002,14.09324,5.46385
211.50002,14.1001,5.47261
211.6,14.10658,5.47603
211.70002,14.11322,5.45324
211.8,14.12008,5.49017
211.90002,14.12667,5.48548
212.00002,14.13331,5.48464
212.1,14.14012,5.46083
212.20002,14.14665,5.47942
212.3,14.15335,5.49447
212.40002,14.16004,5.49047
212.50002,14.16669,5.47364
212.6,14.17328,5.4786
212.70002,14.18003,5.47167
212.8,14.18667,5.48713
212.90002,14.19337,5.49564
213.00002,14.20001,5.48505
213.1,14.20665,5.48588
213.20002,14.2134,5.48692
213.3,14.21999,5.48618
213.40002,14.22658,5.48069
213.50002,14.23338,5.48023
213.6,14.24003,5.47131
213.70002,14.24662,5.48032
213.8,14.25342,5.49459
213.90002,14.26001,5.49768
214.00002,14.2666,5.49354
214.1,14.27345,5.49651
214.20002,14.27994,5.47386
214.3,14.28653,5.48547
214.40002,14.29344,5.47632
214.50002,14.29997,5.49212
214.6,14.30662,5.47661
214.70002,14.31342,5.49848
214.8,14.32001,5.47987
214.90002,14.3266,5.50469
215.00002,14.33335,5.50072
215.1,14.33999,5.49997
215.20002,14.34669,5.4932
215.3,14.35338,5.49627
215.40002,14.35997,5.48591
215.50002,14.36672,5.4877
215.6,14.37337,5.48996
215.70002,14.37996,5.4969
215.8,14.38665,5.4977
215.90002,14.39329,5.48933
216.00002,14.39999,5.50589
216.1,14.40674,5.49296
216.20002,14.41333,5.51668
216.3,14.41997,5.48827
216.40002,14.42678,5.49974
216.50002,14.43331,5.49452
216.6,14.4399,5.48741
216.70002,14.44676,5.52087
216.8,14.45335,5.49386
216.90002,14.45994,5.5106
217.00002,14.46674,5.51419
217.1,14.47333,5.49727
217.20002,14.47997,5.5162
217.3,14.48678,5.52795
217.40002,14.49326,5.5149
217.50002,14.4999,5.49739
217.6,14.5067,5.49488
217.70002,14.51335,5.52644
217.8,14.51999,5.52333
217.90002,14.52669,5.51622
218.00002,14.53333,5.51919
218.1,14.54003,5.50407
218.20002,14.54656,5.50424
218.3,14.55326,5.51141
218.40002,14.56006,5.52349
218.50002,14.5667,5.52939
218.6,14.57329,5.47516
218.70002,14.5801,5.52399
218.8,14.58669,5.52239
218.90002,14.59328,5.52948
219.00002,14.60003,5.49675
219.1,14.60662,5.50218
219.20002,14.61331,5.51576
219.3,14.62017,5.51339
219.40002,14.62671,5.51721
219.50002,14.63329,5.50819
219.6,14.6401,5.50538
219.70002,14.64663,5.51748
219.8,14.65317,5.52712
219.90002,14.66003,5.53955
220.00002,14.66672,5.49082
220.1,14.67331,5.52807
220.20002,14.68001,5.54991
220.3,14.68665,5.52097
220.40002,14.69335,5.51152
220.50002,14.69999,5.52548
220.6,14.70658,5.51871
220.70002,14.71333,5.52677
220.8,14.72003,5.52923
220.90002,14.72662,5.53653
221.00002,14.73342,5.53177
221.1,14.73996,5.52109
221.20002,14.74665,5.54849
221.3,14.75345,5.52323
221.40002,14.75988,5.52937
221.50002,14.76658,5.5503
221.6,14.77344,5.51221
221.70002,14.77997,5.53061
221.8,14.78656,5.51626
221.90002,14.79342,5.52771
222.00002,14.80006,5.5242
222.1,14.8066,5.52907
222.20002,14.81335,5.53013
222.3,14.81999,5.52981
222.40002,14.82663,5.53222
222.50002,14.83338,5.54765
222.6,14.84003,5.53737
222.70002,14.84667,5.53029
222.8,14.85342,5.54052
222.90002,14.85995,5.53153
223.00002,14.8666,5.54594
223.1,14.87329,5.51786
223.20002,14.87999,5.55167
223.3,14.88674,5.53792
223.40002,14.89333,5.54869
223.50002,14.89992,5.54754
223.6,14.90678,5.53752
223.70002,14.91326,5.55873
223.8,14.91985,5.55149
223.90002,14.92671,5.53662
224.00002,14.93335,5.54614
224.1,14.93994,5.52752
224.20002,14.94679,5.56099
224.3,14.95333,5.54633
224.40002,14.95997,5.56638
224.50002,14.96672,5.56031
224.6,14.97331,5.53151
224.70002,14.9799,5.52961
224.8,14.98676,5.5356
224.90002,14.99335,5.54622
225.00002,14.99999,5.5617
225.1,15.00669,5.55905
225.20002,15.01338,5.55607
225.30002,15.02003,5.5665
225.40002,15.02667,5.53855
225.50002,15.03331,5.56052
225.6,15.04006,5.53759
225.70002,15.04665,5.55264
225.80002,15.05329,5.5592
225.90002,15.06004,5.54192
226.00002,15.06669,5.55715
226.1,15.07328,5.55891
226.20002,15.08003,5.55975
226.30002,15.08656,5.54494
226.40002,15.09326,5.56463
226.50002,15.10011,5.54919
226.6,15.10665,5.55552
226.70002,15.11324,5.55462
226.80002,15.12015,5.54716
226.90002,15.12663,5.55354
227.00002,15.13322,5.5685
227.1,15.14003,5.53892
227.20002,15.14667,5.55422
227.30002,15.15331,5.57114
227.40002,15.16006,5.56854
227.50002,15.16665,5.54203
227.6,15.17335,5.56187
227.70002,15.18004,5.55286
227.80002,15.18658,5.55664
227.90002,15.19333,5.57213
228.00002,15.20003,5.56647
228.1,15.20667,5.5786
228.20002,15.21336,5.56499
228.30002,15.21995,5.55962
228.40002,15.22665,5.58245
228.50002,15.23335,5.57118
228.6,15.23994,5.56203
228.70002,15.24658,5.58154
228.80002,15.25338,5.58989
228.90002,15.25997,5.58822
229.00002,15.26662,5.57751
229.1,15.27342,5.57531
229.20002,15.28001,5.58156
229.30002,15.2866,5.57955
229.40002,15.2934,5.59047
229.50002,15.29999,5.57026
229.6,15.30663,5.59804
229.70002,15.31344,5.57665
229.80002,15.31997,5.56948
229.90002,15.32661,5.59115
230.00002,15.33347,5.57221
230.1,15.34001,5.5849
230.20002,15.3466,5.595
230.30002,15.35335,5.59368
230.40002,15.35999,5.56871
230.50002,15.36669,5.5903
230.6,15.37333,5.59112
230.70002,15.38003,5.58838
230.80002,15.38672,5.5962
230.90002,15.39331,5.5846
231.00002,15.39995,5.58
231.1,15.40671,5.56903
231.20002,15.41329,5.58989
231.30002,15.41994,5.60989
231.40002,15.42679,5.58526
231.50002,15.43328,5.60144
231.6,15.43997,5.58805
231.70002,15.44678,5.58338
231.80002,15.45331,5.598
231.90002,15.4599,5.5954
232.00002,15.46676,5.59591
232.1,15.47335,5.5877
232.20002,15.47999,5.58837
232.30002,15.48674,5.58673
232.40002,15.49333,5.60268
232.50002,15.49992,5.602
232.6,15.50672,5.58371
232.70002,15.51331,5.60043
232.80002,15.51996,5.59582
232.90002,15.52676,5.60502
233.00002,15.53335,5.60858
233.1,15.53999,5.58667
233.20002,15.54669,5.60666
233.30002,15.55333,5.61864
233.40002,15.56008,5.61066
233.50002,15.56661,5.59756
233.6,15.57326,5.61901
233.70002,15.58012,5.60361
233.80002,15.5866,5.59347
233.90002,15.59324,5.61114
234.00002,15.60015,5.59546
234.1,15.60663,5.57888
234.20002,15.61328,5.61485
234.30002,15.62008,5.59372
234.40002,15.62661,5.621
234.50002,15.63326,5.59805
234.6,15.64011,5.59203
234.70002,15.6467,5.5994
234.80002,15.65329,5.61428
234.90002,15.6601,5.6234
235.00002,15.66669,5.61375
235.1,15.67327,5.6123
235.20002,15.67997,5.62298
235.30002,15.68672,5.61998
235.40002,15.69337,5.6276
235.50002,15.70001,5.63286
235.6,15.70665,5.5864
235.70002,15.71335,5.60909
235.80002,15.71999,5.63078
235.90002,15.72653,5.62513
236.00002,15.73338,5.61419
236.1,15.74003,5.60495
236.20002,15.74661,5.61646
236.30002,15.75342,5.61618
236.40002,15.76001,5.60111
236.50002,15.7666,5.61779
236.6,15.77345,5.6323
236.70002,15.77994,5.61361
236.80002,15.78653,5.61924
236.90002,15.79349,5.62597
237.00002,15.79997,5.60902
237.1,15.80656,5.62348
237.20002,15.81342,5.61185
237.30002,15.82001,5.61828
237.40002,15.8266,5.6164
237.50002,15.83335,5.64761
237.6,15.83999,5.63824
237.70002,15.84669,5.63727
237.80002,15.85338,5.62796
237.90002,15.85997,5.62932
238.00002,15.86672,5.63614
238.1,15.87337,5.60113
238.20002,15.87995,5.62262
238.30002,15.88665,5.62319
238.40002,15.89324,5.62576
238.50002,15.89994,5.63911
238.6,15.90674,5.6291
238.70002,15.91333,5.64457
238.80002,15.91997,5.6431
238.90002,15.92677,5.62975
239.00002,15.93331,5.63308
239.1,15.93985,5.63719
239.20002,15.9467,5.657
239.30002,15.95335,5.64376
239.40002,15.95999,5.65279
239.50002,15.96679,5.64368
239.6,15.97333,5.6261
239.70002,15.97997,5.64336
239.80002,15.98672,5.64581
239.90002,15.99326,5.63752
240.00002,15.99995,5.62898
240.1,16.00676,5.63402
240.20002,16.01335,5.64601
240.30002,16.01999,5.6611
240.40002,16.02669,5.65354
240.50002,16.03333,5.64904
240.6,16.04003,5.65323
240.70002,16.04661,5.66739
240.80002,16.05331,5.64402
240.90002,16.06011,5.6492
241.00002,16.06665,5.64815
241.1,16.07324,5.65821
241.20002,16.0801,5.63602
241.30002,16.08669,5.64917
241.40002,16.09328,5.65495
241.50002,16.10002,5.66047
241.6,16.10662,5.63665
241.70002,16.11331,5.66587
241.80002,16.12006,5.66919
241.90002,16.12665,5.65561
242.00002,16.13329,5.653
242.1,16.14015,5.65386
242.20002,16.14669,5.66952
242.30002,16.15322,5.67963
242.40002,16.16002,5.64702
242.50002,16.16667,5.66386
242.6,16.17331,5.65757
242.70002,16.18006,5.64425
242.80002,16.18665,5.6602
242.90002,16.1934,5.67196
243.00002,16.19999,5.67185
243.1,16.20653,5.65071
243.20002,16.21333,5.68554
243.30002,16.22002,5.67777
243.40002,16.22667,5.66076
243.50002,16.23342,5.66373
243.6,16.23995,5.65081
243.70002,16.24665,5.66563
243.80002,16.2534,5.6809
243.90002,16.25988,5.65456
244.00002,16.26658,5.66828
244.1,16.27349,5.66217
244.20002,16.28003,5.65531
244.30002,16.28656,5.68116
244.40002,16.29342,5.67406
244.50002,16.30001,5.68788
244.6,16.3066,5.66221
244.70002,16.31335,5.6623
244.80002,16.31999,5.66591
244.90002,16.32663,5.67962
245.00002,16.33338,5.6612
245.1,16.33997,5.66687
245.20002,16.34661,5.71088
245.30002,16.35342,5.68905
245.40002,16.36001,5.68585
245.50002,16.3666,5.68366
245.6,16.37329,5.68549
245.70002,16.37999,5.6727
245.80002,16.38674,5.68686
245.90002,16.39327,5.68255
246.00002,16.39992,5.68492
246.1,16.40683,5.68742
246.20002,16.41326,5.67432
246.30002,16.41985,5.69393
246.40002,16.4267,5.69811
246.50002,16.43329,5.6881
246.6,16.43994,5.69801
246.70002,16.44679,5.68381
246.80002,16.45333,5.70356
246.90002,16.45997,5.6804
247.00002,16.46677,5.67287
247.1,16.47326,5.67312
247.20002,16.4799,5.67337
247.30002,16.48676,5.67692
247.40002,16.4934,5.6854
247.50002,16.49999,5.68493
247.6,16.50669,5.68829
247.70002,16.51338,5.69967
247.80002,16.51997,5.67373
247.90002,16.52661,5.71212
248.00002,16.53331,5.69659
248.1,16.54006,5.67297
248.20002,16.5467,5.69505
248.30002,16.55335,5.69691
248.40002,16.56004,5.69767
248.50002,16.56668,5.70577
248.6,16.57328,5.66598
248.70002,16.58002,5.69302
248.80002,16.58661,5.70773
248.90002,16.59326,5.6765
249.00002,16.60017,5.68327
249.1,16.60665,5.68215
249.20002,16.61324,5.70708
249.30002,16.6201,5.68481
249.40002,16.62663,5.70395
249.50002,16.63322,5.70567
249.6,16.64002,5.68671
249.70002,16.64667,5.68802
249.80002,16.65331,5.71129
249.90002,16.66006,5.67957
250.00002,16.66665,5.72044
250.1,16.67335,5.70599
250.20002,16.68004,5.70945
250.30002,16.68663,5.70742
250.40002,16.69328,5.70471
250.50002,16.69997,5.71695
250.6,16.70667,5.70888
250.70002,16.71336,5.72345
250.80002,16.71995,5.70761
250.90002,16.72665,5.72701
251.00002,16.73345,5.71882
251.1,16.73994,5.72524
251.20002,16.74658,5.70297
251.30002,16.75343,5.72152
251.40002,16.76003,5.71306
251.50002,16.76661,5.71817
251.6,16.77342,5.69475
251.70002,16.78001,5.72075
251.80002,16.7866,5.70134
251.90002,16.79335,5.7316
252.00002,16.79999,5.71552
252.1,16.80663,5.70822
252.20002,16.81344,5.71325
252.30002,16.82002,5.69653
252.40002,16.82661,5.72162
252.50002,16.83342,5.71993
252.6,16.83995,5.70065
252.70002,16.8466,5.72725
252.80002,16.85335,5.71031
252.90002,16.85999,5.7192
253.00002,16.86669,5.71822
253.1,16.87333,5.70714
253.20002,16.87997,5.72203
253.30002,16.88672,5.72087
253.40002,16.89331,5.70696
253.50002,16.8999,5.7137
253.6,16.9067,5.70644
253.70002,16.91335,5.70832
253.80002,16.91999,5.71469
253.90002,16.92674,5.70137
254.00002,16.93327,5.70946
254.1,16.94002,5.6958
254.20002,16.94677,5.71602
254.30002,16.95331,5.70325
254.40002,16.9599,5.70185
254.50002,16.96676,5.7264
254.6,16.97335,5.70649
254.70002,16.97999,5.73089
254.80002,16.98674,5.71937
254.90002,16.99338,5.71792
255.00002,16.99997,5.71572
255.1,17.00672,5.70428
255.20002,17.01326,5.70908
255.30002,17.01995,5.72381
255.40002,17.0267,5.73387
255.50002,17.03335,5.72351
255.6,17.03999,5.7152
255.70002,17.04669,5.72974
255.80002,17.05327,5.72245
255.90002,17.06003,5.70995
256,17.06661,5.74362
256.1,17.07326,5.71646
256.20002,17.08011,5.70542
256.30002,17.0866,5.74355
256.40003,17.09324,5.69659
256.5,17.1001,5.70558
256.6,17.10663,5.71305
256.70002,17.11327,5.73113
256.80002,17.12008,5.72642
256.90003,17.12661,5.7246
257,17.13326,5.73907
257.1,17.14006,5.7288
257.20002,17.14665,5.72667
257.30002,17.15334,5.74032
257.40003,17.16015,5.72983
257.5,17.16669,5.72236
257.6,17.17327,5.72253
257.70002,17.18002,5.7346
257.80002,17.18667,5.7332
257.90003,17.19331,5.74042
258,17.20001,5.71687
258.1,17.2067,5.71462
258.20002,17.2134,5.73607
258.30002,17.21999,5.7514
258.40003,17.22658,5.74648
258.5,17.23338,5.72455
258.6,17.23997,5.75315
258.70002,17.24661,5.72957
258.80002,17.25342,5.73342
258.90003,17.25995,5.73378
259,17.2666,5.74496
259.1,17.2734,5.73806
259.20002,17.27988,5.74435
259.30002,17.28652,5.76297
259.40003,17.29349,5.74782
259.5,17.30002,5.74348
259.6,17.30661,5.76372
259.70002,17.31342,5.72481
259.80002,17.32001,5.73818
259.90003,17.3266,5.74607
260,17.33335,5.74794
260.1,17.33999,5.74176
260.20002,17.34669,5.7476
260.30002,17.35338,5.7496
260.40003,17.36002,5.74899
260.5,17.36672,5.7633
260.6,17.37331,5.76026
260.70002,17.37995,5.78102
260.80002,17.3867,5.75851
260.90003,17.39329,5.7327
261,17.39999,5.74755
261.1,17.40674,5.73559
261.20002,17.41327,5.76567
261.30002,17.41992,5.74971
261.40003,17.42677,5.77335
261.5,17.43331,5.76344
261.6,17.43985,5.7586
261.70002,17.44676,5.75135
261.80002,17.45335,5.7686
261.90003,17.45994,5.75407
262,17.46674,5.7587
262.1,17.47338,5.75836
262.2,17.47997,5.77843
262.30003,17.48672,5.74353
262.40003,17.49326,5.76159
262.5,17.4999,5.75669
262.6,17.50676,5.75615
262.7,17.51335,5.76393
262.80003,17.51999,5.76576
262.90003,17.52668,5.77034
263,17.53333,5.7825
263.1,17.54003,5.73956
263.2,17.54661,5.7718
263.30003,17.55326,5.76419
263.40003,17.56011,5.76502
263.5,17.5667,5.75307
263.6,17.57324,5.75336
263.7,17.5801,5.7876
263.80003,17.58668,5.77526
263.90003,17.59327,5.7661
264,17.60002,5.77891
264.1,17.60661,5.75455
264.2,17.61331,5.77246
264.30003,17.62017,5.77874
264.40003,17.6267,5.77667
264.5,17.63329,5.78665
264.6,17.6401,5.7539
264.7,17.64663,5.78936
264.80003,17.65322,5.79102
264.90003,17.66002,5.77377
265,17.66672,5.76872
265.1,17.67331,5.76881
265.2,17.68006,5.76599
265.30003,17.68665,5.77571
265.40003,17.69334,5.77803
265.5,17.69999,5.78061
265.6,17.70658,5.77969
265.7,17.71333,5.78669
265.80003,17.72002,5.79166
265.90003,17.72661,5.78965
266,17.73336,5.78329
266.1,17.73995,5.80199
266.2,17.74665,5.7904
266.30003,17.75345,5.79983
266.40003,17.75993,5.79549
266.5,17.76658,5.80662
266.6,17.77343,5.80027
266.7,17.77997,5.80236
266.80003,17.78661,5.77123
266.90003,17.79342,5.78746
267,17.80006,5.79609
267.1,17.8066,5.79143
267.2,17.81335,5.79765
267.30003,17.81999,5.78827
267.40003,17.82663,5.80667
267.5,17.83343,5.7788
267.6,17.84002,5.80828
267.7,17.84667,5.79573
267.80003,17.85342,5.81748
267.90003,17.85995,5.7924
268,17.86659,5.82989
268.1,17.87329,5.80534
268.2,17.87999,5.78533
268.30003,17.88674,5.81354
268.40003,17.89333,5.80632
268.5,17.89992,5.81569
268.6,17.90677,5.80257
268.7,17.91326,5.8107
268.80003,17.91985,5.80377
268.90003,17.9267,5.80292
269,17.93334,5.81446
269.1,17.93999,5.80219
269.2,17.94674,5.82579
269.30003,17.95328,5.80529
269.40003,17.95997,5.81375
269.5,17.96677,5.79355
269.6,17.97326,5.82104
269.7,17.9799,5.81796
269.80003,17.98676,5.81767
269.90003,17.99335,5.82181
270,17.99993,5.83095
270.1,18.00668,5.80768
270.2,18.01338,5.82506
270.30003,18.02002,5.82383
270.40003,18.02661,5.82202
270.5,18.03331,5.83267
270.6,18.04001,5.80144
270.7,18.04665,5.84176
270.80003,18.05335,5.80505
270.90003,18.06004,5.83191
271,18.06668,5.81614
271.1,18.07327,5.82671
271.2,18.08002,5.82499
271.30003,18.08661,5.81961
271.40003,18.09326,5.81764
271.5,18.10017,5.82396
271.6,18.10665,5.82109
271.7,18.11324,5.83805
271.80003,18.12015,5.83613
271.90003,18.12663,5.81708
272,18.13322,5.81687
272.1,18.14008,5.81983
272.2,18.14667,5.82485
272.30003,18.15331,5.85959
272.40003,18.16006,5.83116
272.5,18.16665,5.84241
272.6,18.17329,5.81166
272.7,18.18004,5.82036
272.80003,18.18663,5.84037
272.90003,18.19333,5.83875
273,18.19997,5.83321
273.1,18.20667,5.82295
273.2,18.21336,5.8239
273.30003,18.21995,5.83326
273.40003,18.2267,5.84345
273.5,18.23345,5.83084
273.6,18.23993,5.81964
273.7,18.24658,5.83202
273.80003,18.25343,5.82666
273.90003,18.25997,5.82967
274,18.26656,5.83301
274.1,18.27347,5.81471
274.2,18.28006,5.83734
274.30003,18.2866,5.83565
274.40003,18.2934,5.84114
274.5,18.29999,5.86203
274.6,18.30663,5.83421
274.7,18.31343,5.83556
274.80003,18.32002,5.81574
274.90003,18.32661,5.85827
275,18.33342,5.83923
275.1,18.34001,5.83898
275.2,18.34659,5.84085
275.30003,18.35329,5.84035
275.40003,18.35999,5.85508
275.5,18.36669,5.84381
275.6,18.37338,5.83908
275.7,18.37997,5.81786
275.80003,18.38677,5.83358
275.90003,18.39331,5.83578
276,18.3999,5.85058
276.1,18.4067,5.84712
276.2,18.41335,5.85209
276.30003,18.41993,5.84887
276.40003,18.42679,5.85293
276.5,18.43327,5.86542
276.6,18.43997,5.82769
276.7,18.44677,5.84418
276.80003,18.45331,5.85045
276.90003,18.4599,5.86923
277,18.46676,5.85609
277.1,18.47335,5.86219
277.2,18.47999,5.84523
277.30003,18.48674,5.85721
277.40003,18.49338,5.86464
277.5,18.49997,5.84882
277.6,18.50672,5.81941
277.7,18.51331,5.84724
277.80003,18.51995,5.84334
277.90003,18.5267,5.83558
278,18.53329,5.85523
278.1,18.53999,5.84547
278.2,18.54674,5.86181
278.30003,18.55327,5.85077
278.40003,18.56008,5.85805
278.5,18.56661,5.85175
278.6,18.5732,5.83233
278.7,18.58006,5.86479
278.80003,18.58665,5.87592
278.90003,18.59329,5.86793
279,18.6001,5.85487
279.1,18.60663,5.86334
279.2,18.61327,5.85709
279.30003,18.62002,5.86707
279.40003,18.62661,5.86431
279.5,18.63331,5.87884
279.6,18.64011,5.85297
279.7,18.64665,5.8733
279.80003,18.65334,5.86464
279.90003,18.66009,5.87214
280,18.66663,5.87034
280.1,18.67322,5.86968
280.2,18.68002,5.89165
280.30003,18.68667,5.85541
280.40003,18.69336,5.88121
280.5,18.70001,5.86459
280.6,18.70665,5.87295
280.7,18.71335,5.88522
280.80003,18.71999,5.85866
280.90003,18.72658,5.88499
281,18.73338,5.89932
281.1,18.74002,5.86028
281.2,18.74661,5.87183
281.30003,18.75342,5.87289
281.40003,18.75995,5.83323
281.5,18.7666,5.88096
281.6,18.77345,5.87573
281.7,18.77993,5.87852
281.80003,18.78658,5.86583
281.90003,18.79349,5.85944
282,18.79997,5.88636
282.1,18.80661,5.8696
282.2,18.81347,5.87688
282.30003,18.82001,5.87193
282.40003,18.8266,5.89113
282.5,18.83334,5.88596
282.6,18.83999,5.89163
282.7,18.84663,5.87998
282.80003,18.85338,5.88542
282.90003,18.86002,5.88375
283,18.86667,5.87857
283.1,18.87336,5.88707
283.2,18.87995,5.89572
283.30003,18.88665,5.86946
283.40003,18.89324,5.89115
283.5,18.89999,5.89762
283.6,18.90679,5.87824
283.7,18.91333,5.86837
283.80003,18.91997,5.90385
283.90003,18.92677,5.88974
284,18.93331,5.88747
284.1,18.93985,5.86269
284.2,18.94676,5.90409
284.30003,18.95334,5.87874
284.40003,18.95993,5.89591
284.5,18.96674,5.88816
284.6,18.97338,5.89237
284.7,18.97997,5.89252
284.80003,18.98672,5.88414
284.90003,18.99331,5.90176
285,18.9999,5.90796
285.1,19.00676,5.88761
285.2,19.01335,5.88502
285.30003,19.01999,5.8831
285.40003,19.02668,5.88548
285.5,19.03333,5.91308
285.6,19.04002,5.87569
285.7,19.04661,5.88734
285.80003,19.05326,5.89554
285.90003,19.06011,5.90292
286,19.06665,5.9121
286.1,19.07324,5.88786
286.2,19.0801,5.89954
286.30003,19.08668,5.88732
286.40003,19.09327,5.89789
286.5,19.10002,5.90055
286.6,19.10661,5.89542
286.7,19.11326,5.90232
286.80003,19.12011,5.92526
286.90003,19.1267,5.89867
287,19.13329,5.91786
287.1,19.14015,5.89441
287.2,19.14668,5.89572
287.30003,19.15322,5.92234
287.40003,19.16002,5.89336
287.5,19.16672,5.92516
287.6,19.17336,5.90236
287.7,19.18006,5.91022
287.80003,19.18665,5.89603
287.90003,19.19334,5.90857
288,19.19999,5.90501
288.1,19.20658,5.90049
288.2,19.21333,5.90998
288.30003,19.22002,5.90488
288.40003,19.22667,5.89725
288.5,19.23342,5.90688
288.6,19.23995,5.90652
288.7,19.24659,5.90253
288.80003,19.2534,5.91631
288.90003,19.25993,5.93883
289,19.26658,5.92107
289.1,19.27349,5.91382
289.2,19.27997,5.9213
289.30003,19.28656,5.91526
289.40003,19.29342,5.91697
289.5,19.30006,5.92236
289.6,19.30665,5.91806
289.7,19.31334,5.91799
289.80003,19.31999,5.93147
289.90003,19.32663,5.93087
290,19.33338,5.90851
290.1,19.34002,5.92581
290.2,19.34661,5.94048
290.30003,19.35342,5.93213
290.40003,19.36001,5.94026
290.5,19.36659,5.92209
290.6,19.37334,5.90571
290.7,19.37999,5.9454
290.80003,19.38674,5.94017
290.90003,19.39338,5.94721
291,19.39992,5.91955
291.1,19.40677,5.91997
291.2,19.41331,5.92939
291.30003,19.41985,5.92893
291.40003,19.4267,5.92452
291.5,19.43334,5.92839
291.6,19.43999,5.92723
291.7,19.44674,5.93967
291.80003,19.45327,5.92529
291.90003,19.45997,5.92822
292,19.46672,5.9239
292.1,19.47326,5.92433
292.2,19.47995,5.9561
292.30003,19.48681,5.92342
